loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,policy_code,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,disbursement_method,debt_settlement_flag,is_default
1300,1300,1300.0, 36 months,10.72,42.39,B,B2,IT Engineer,1 year,RENT,45000.0,Not Verified,Dec-2018,Fully Paid,n,other,Other,231xx,VA,12.93,0,Aug-2004,0,6,0,6906,69.1,20,w,0.0,0.0,1316.1104773922,1316.11,1300.0,16.11,0.0,0.0,0.0,Jan-2019,1317.66,Feb-2019,0,1,Individual,0,0,48910,0,3,0,2,17.0,42004,81.0,0,1,6450,74.0,10000,1,0,0,3,8152.0,50.0,99.2,0,0,172.0,172,19,17,0,172.0,17.0,0,1,2,1,1,16,3,4,2,6,0.0,0,0,0,100.0,100.0,0,0,55281,48910,6500,45281,N,Cash,N,0
11600,11600,11600.0, 36 months,11.31,381.48,B,B3,Fiscal Policy Analyst,6 years,MORTGAGE,53000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,731xx,OK,20.11,0,Apr-1995,0,9,1,11386,67.0,34,w,0.0,0.0,11629.1563333329,11629.16,11600.0,29.16,0.0,0.0,0.0,Jan-2019,11647.38,Jan-2019,0,1,Individual,0,0,305567,0,3,0,0,23.0,221332,105.0,0,0,9437,67.0,17000,0,1,0,0,33951.0,10000.0,94.0,0,0,160.0,284,25,23,1,71.0,15.0,0,1,5,4,4,24,5,9,3,9,0.0,0,0,0,100.0,100.0,1,0,305438,232718,10000,211032,N,Cash,N,0
20000,20000,20000.0, 60 months,11.8,442.88,B,B4,Human resources ,10+ years,OWN,71000.0,Not Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,121xx,NY,25.19,0,Mar-2004,0,20,0,15055,17.7,35,w,0.0,0.0,20319.2831217792,20319.28,20000.0,319.28,0.0,0.0,0.0,Feb-2019,19.42,Feb-2019,0,1,Individual,0,0,58042,1,4,1,3,9.0,42987,71.0,1,8,4212,40.0,85000,1,1,2,11,2902.0,47932.0,19.8,0,0,128.0,177,6,6,0,6.0,7.0,0,4,8,8,9,12,16,23,8,20,0.0,0,0,2,100.0,12.5,0,0,145373,58042,59800,60373,N,Cash,N,0
26500,26500,26500.0, 60 months,10.72,572.49,B,B2,Unknown,Unknown,ANY,66000.0,Not Verified,Dec-2018,Fully Paid,n,home_improvement,Home improvement,952xx,CA,20.14,0,Jun-1965,1,16,0,7911,12.7,25,w,0.0,0.0,26665.8589748441,26665.86,26500.0,165.86,0.0,0.0,0.0,Jan-2019,2705.32,Feb-2019,0,1,Individual,0,0,49985,1,2,0,3,13.0,41784,84.0,6,7,808,44.0,62500,4,2,1,10,3332.0,34025.0,7.8,0,0,172.0,642,5,5,0,8.0,5.0,0,7,10,8,11,7,12,16,10,16,0.0,0,0,6,100.0,0.0,0,0,114181,49985,36900,49998,N,Cash,N,0
35000,35000,35000.0, 36 months,12.98,1178.96,B,B5,Unknown,< 1 year,OWN,150000.0,Not Verified,Dec-2018,Fully Paid,n,other,Other,227xx,VA,2.46,0,Aug-1998,0,7,1,2724,20.5,24,f,0.0,0.0,35587.3406177424,35587.34,35000.0,587.34,0.0,0.0,0.0,Feb-2019,35625.2,Feb-2019,0,1,Individual,0,76,4601,1,1,3,3,8.0,1877,29.0,2,4,0,23.0,13300,2,0,6,7,657.0,8900.0,0.0,0,0,103.0,244,5,5,0,5.0,0.0,4,0,1,3,9,6,6,17,1,7,0.0,0,0,5,90.5,0.0,1,0,19700,4601,8900,6400,N,Cash,N,0
32500,32500,32500.0, 60 months,11.8,719.67,B,B4,Vice President,10+ years,MORTGAGE,660000.0,Source Verified,Dec-2018,Fully Paid,n,other,Other,212xx,MD,3.66,0,Aug-1988,0,12,0,4640,12.2,27,w,0.0,0.0,32522.9045833333,32522.9,32500.0,22.9,0.0,0.0,0.0,Dec-2018,32565.51,Feb-2019,0,1,Individual,0,0,87752,1,3,1,4,9.0,82224,72.0,1,2,2684,40.0,38000,4,1,2,6,7977.0,15729.0,22.1,0,0,142.0,364,2,2,0,2.0,9.0,1,2,3,3,5,16,8,10,3,12,0.0,0,0,2,88.9,0.0,0,0,169008,87752,20200,111975,N,Cash,N,0
28000,28000,28000.0, 60 months,12.98,636.8,B,B5,District Sales Representative,10+ years,MORTGAGE,118500.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,125xx,NY,19.51,0,Aug-1990,0,12,0,8637,21.0,27,w,0.0,0.0,28442.039439334,28442.04,28000.0,442.04,0.0,0.0,0.0,Jan-2019,28482.42,Feb-2019,0,1,Individual,0,0,105297,0,5,1,1,8.0,64800,66.0,1,2,7000,53.0,41100,0,4,1,3,8775.0,32463.0,21.0,0,0,155.0,340,10,8,3,10.0,10.0,2,2,2,6,10,12,6,12,2,12,0.0,0,0,2,88.5,16.7,0,0,271024,73437,41100,97924,N,Cash,N,0
8425,8425,8425.0, 36 months,16.14,296.79,C,C4,Unknown,Unknown,RENT,28000.0,Not Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,072xx,NJ,19.76,0,Oct-2012,2,7,0,1861,9.4,25,w,0.0,0.0,8634.054778061,8634.05,8425.0,209.05,0.0,0.0,0.0,Jan-2019,8649.16,Feb-2019,0,1,Individual,0,0,10305,2,2,3,5,3.0,8444,83.0,0,2,927,34.0,19900,8,0,22,8,1472.0,13099.0,11.5,0,0,45.0,74,14,3,0,36.0,1.0,0,3,4,3,9,8,5,16,4,7,0.0,0,0,3,100.0,0.0,0,0,30100,10305,14800,10200,N,Cash,N,0
1000,1000,975.0, 36 months,6.46,30.64,A,A1,Program Manager,5 years,RENT,90000.0,Source Verified,Dec-2018,Fully Paid,n,other,Other,325xx,FL,28.06,0,Jul-2008,0,18,0,9322,6.9,31,f,0.0,0.0,1001.2538888884,976.22,1000.0,1.25,0.0,0.0,0.0,Jan-2019,1001.97,Feb-2019,0,1,Individual,0,0,79188,0,11,1,2,8.0,69866,62.0,0,1,6578,47.0,47000,1,1,1,3,4399.0,26422.0,0.0,0,0,110.0,125,13,8,0,54.0,8.0,0,1,2,4,7,21,7,10,2,18,0.0,0,0,1,100.0,25.0,0,0,160598,79188,33000,113598,N,Cash,N,0
30000,30000,30000.0, 36 months,18.94,1098.78,D,D2,Unknown,< 1 year,RENT,65000.0,Not Verified,Dec-2018,Fully Paid,n,other,Other,104xx,NY,16.53,1,Jun-2015,1,6,0,300,1.0,7,w,0.0,0.0,30036.3049999998,30036.3,30000.0,36.3,0.0,0.0,0.0,Dec-2018,30099.43,Dec-2018,0,1,Individual,0,0,31792,0,2,0,1,18.0,31492,75.0,1,3,254,44.0,30800,4,0,5,4,5299.0,30500.0,1.0,0,0,33.0,42,9,9,0,9.0,4.0,1,2,2,4,4,3,4,4,2,6,0.0,0,1,1,85.7,0.0,0,0,73094,31792,30800,42294,N,Cash,N,0
6500,6500,6500.0, 36 months,27.27,266.31,E,E5,Unknown,Unknown,RENT,59000.0,Verified,Dec-2018,Late (31-120 days),n,other,Other,339xx,FL,0.61,0,Dec-2004,3,2,0,562,4.9,3,w,6500.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,Feb-2019,0,1,Joint App,0,0,562,0,0,0,0,43.0,0,75.0,0,0,562,5.0,11500,1,1,3,0,281.0,10938.0,4.9,0,0,43.0,168,63,43,0,63.0,0.0,0,1,1,2,2,1,2,2,1,2,0.0,0,0,0,100.0,0.0,0,0,11500,562,11500,0,N,Cash,N,1
12000,12000,12000.0, 36 months,7.56,373.61,A,A3,Unknown,Unknown,MORTGAGE,80000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,388xx,MS,19.35,1,Nov-1992,1,14,0,3841,13.7,49,w,0.0,0.0,12003.1248,12003.12,12000.0,3.12,0.0,0.0,0.0,Jan-2019,12015.72,Jan-2019,0,1,Individual,0,0,183034,2,3,1,1,12.0,36514,57.0,1,2,3093,35.0,28000,0,1,4,4,13074.0,19159.0,16.7,0,0,126.0,313,4,3,3,4.0,1.0,1,3,3,8,10,29,10,17,3,14,0.0,0,0,3,95.8,0.0,0,0,234890,40355,23000,63890,N,Cash,N,0
14000,14000,14000.0, 36 months,20.89,526.67,D,D4,Unknown,< 1 year,RENT,75000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,329xx,FL,29.89,1,Oct-1995,0,14,0,11071,37.3,28,w,0.0,0.0,14266.7742455262,14266.77,14000.0,266.77,0.0,0.0,0.0,Jan-2019,14307.39,Feb-2019,0,1,Individual,0,0,56499,1,2,0,3,13.0,45428,73.0,2,3,3691,52.0,29700,2,0,0,6,4036.0,12029.0,47.9,0,0,141.0,278,2,2,1,2.0,20.0,0,4,4,7,9,10,12,17,4,14,0.0,0,0,2,92.6,14.3,0,0,89066,56499,23100,59366,N,Cash,N,0
12000,12000,12000.0, 36 months,16.91,427.3,C,C5,Senior technisian,10+ years,MORTGAGE,68000.0,Source Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,980xx,WA,28.13,0,Aug-2007,3,14,0,85925,24.9,31,w,0.0,0.0,12108.7943021477,12108.79,12000.0,108.79,0.0,0.0,0.0,Jan-2019,8136.97,Jan-2019,0,1,Individual,0,0,288285,4,2,2,2,3.0,26400,76.0,5,10,6332,38.0,162400,0,1,6,12,20592.0,72618.0,19.7,0,0,60.0,136,1,1,2,1.0,0.0,0,8,10,9,19,6,11,23,10,14,0.0,0,0,7,100.0,0.0,0,0,404088,112325,90400,34732,N,Cash,N,0
10000,10000,10000.0, 36 months,11.8,331.19,B,B4,police officer,10+ years,OWN,100000.0,Not Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,331xx,FL,7.56,0,May-1997,1,18,0,22796,53.5,41,w,0.0,0.0,10004.456666667,10004.46,10000.0,4.46,0.0,0.0,0.0,Jan-2019,10020.85,Dec-2018,0,1,Individual,0,0,22796,1,0,0,0,11.0,0,75.0,3,6,5901,54.0,42600,0,2,2,6,1266.0,9009.0,68.7,0,0,129.0,259,2,2,0,2.0,0.0,0,8,12,9,21,0,18,40,12,18,0.0,0,0,3,95.1,55.6,0,0,42600,22796,28800,0,N,Cash,N,0
11000,11000,11000.0, 60 months,10.33,235.51,B,B1,Construction and Maintenance Supervisor,10+ years,MORTGAGE,126500.0,Not Verified,Dec-2018,Fully Paid,n,home_improvement,Home improvement,906xx,CA,0.71,0,Jul-2007,1,6,0,3750,12.7,16,f,0.0,0.0,11069.4361116132,11069.44,11000.0,69.44,0.0,0.0,0.0,Jan-2019,11082.07,Jan-2019,0,1,Individual,0,0,459432,1,0,0,0,28.0,0,75.0,1,1,2919,13.0,29500,0,1,2,1,91886.0,19750.0,16.0,0,0,85.0,137,6,6,2,6.0,6.0,0,2,2,2,3,4,5,10,2,6,0.0,0,0,1,100.0,0.0,0,0,517463,3750,23500,0,N,Cash,N,0
15500,15500,15500.0, 60 months,10.33,331.86,B,B1,Regional Supervisor,5 years,MORTGAGE,70000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,017xx,MA,16.27,0,Dec-2004,0,5,0,6464,35.5,14,f,0.0,0.0,15628.9820835446,15628.98,15500.0,128.98,0.0,0.0,0.0,Jan-2019,15646.77,Jan-2019,0,1,Individual,0,0,36754,0,2,0,2,16.0,30290,74.0,1,1,5076,62.0,18200,0,2,4,3,7351.0,10484.0,36.5,0,0,150.0,72,8,8,3,8.0,6.0,0,2,3,2,5,5,3,6,3,5,0.0,0,0,1,100.0,0.0,0,0,59285,36754,16500,41085,N,Cash,N,0
10000,10000,10000.0, 60 months,12.98,227.43,B,B5,export agent,10+ years,MORTGAGE,45000.0,Not Verified,Dec-2018,Fully Paid,n,home_improvement,Home improvement,750xx,TX,32.56,0,Feb-2001,0,11,0,6868,37.3,20,w,0.0,0.0,10064.9022222232,10064.9,10000.0,64.9,0.0,0.0,0.0,Jan-2019,10079.32,Jan-2019,1,1,Individual,0,311,100727,0,3,0,2,19.0,37611,73.0,0,0,4028,63.0,18400,0,0,0,2,9157.0,8212.0,44.9,0,0,120.0,141,41,19,1,41.0,23.0,0,4,5,5,8,7,7,12,5,11,0.0,0,0,0,94.7,20.0,0,0,157472,44479,14900,51762,N,Cash,N,0
4500,4500,4500.0, 36 months,18.94,164.82,D,D2,USCIS Immigration Officer,3 years,MORTGAGE,72000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,601xx,IL,22.97,0,Dec-2007,3,13,0,21451,44.0,38,w,0.0,0.0,4509.47,4509.47,4500.0,9.47,0.0,0.0,0.0,Jan-2019,4518.94,Jan-2019,0,1,Individual,0,0,246720,2,2,3,8,8.0,107782,92.0,3,4,9237,62.0,48800,6,0,6,12,18978.0,24184.0,45.4,0,0,121.0,101,1,1,1,1.0,1.0,0,5,6,9,14,19,10,16,6,13,0.0,0,0,6,100.0,33.3,0,0,288785,129233,44300,109233,N,Cash,N,0
23000,23000,23000.0, 60 months,11.8,509.31,B,B4,Executive Assistant,3 years,MORTGAGE,66000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,064xx,CT,6.93,0,Dec-1991,0,7,0,21168,50.6,21,w,0.0,0.0,23017.3349999999,23017.33,23000.0,17.33,0.0,0.0,0.0,Dec-2018,23047.49,Jan-2019,0,1,Joint App,0,0,337636,0,0,0,0,55.0,0,75.0,0,1,12730,51.0,41800,0,0,1,1,67527.0,20632.0,50.6,0,0,133.0,239,21,21,3,47.0,7.0,0,2,2,4,6,5,5,11,2,7,0.0,0,0,0,95.0,25.0,0,0,420698,21168,41800,0,N,Cash,N,0
11500,11500,11500.0, 36 months,10.72,374.98,B,B2,Pipeline Patrol Pilot,2 years,MORTGAGE,58500.0,Source Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,701xx,LA,13.13,0,Sep-2009,0,9,0,12502,50.4,17,w,0.0,0.0,11521.3151155686,11521.32,11500.0,21.32,0.0,0.0,0.0,Feb-2019,350.04,Feb-2019,0,1,Individual,0,177,208353,1,1,0,0,29.0,3521,59.0,1,2,5419,52.0,24800,0,0,0,2,23150.0,8298.0,60.1,0,0,111.0,87,4,4,1,4.0,5.0,0,5,5,6,6,9,7,7,5,9,0.0,0,0,1,100.0,33.3,0,0,238315,16023,20800,5945,N,Cash,N,0
15000,15000,15000.0, 36 months,18.94,549.39,D,D2,Sales,5 years,MORTGAGE,90000.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,335xx,FL,9.84,2,Dec-1994,0,10,1,10011,42.2,19,w,0.0,0.0,15071.0216666671,15071.02,15000.0,71.02,0.0,0.0,0.0,Jan-2019,15102.59,Dec-2018,0,1,Individual,0,0,227067,2,1,0,0,41.0,11063,59.0,2,5,6685,50.0,23700,1,0,1,5,22707.0,9095.0,51.1,0,0,96.0,288,3,3,1,3.0,11.0,1,3,5,5,8,4,8,14,5,10,0.0,0,1,2,78.9,20.0,1,0,268490,21074,18600,18672,N,Cash,N,0
27500,27500,27500.0, 60 months,11.8,608.95,B,B4,Delivery Driver,2 years,MORTGAGE,75000.0,Source Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,320xx,FL,22.45,0,Oct-2002,3,19,0,17341,19.3,30,w,0.0,0.0,27653.2316666669,27653.23,27500.0,153.23,0.0,0.0,0.0,Jan-2019,27689.29,Jan-2019,0,1,Individual,0,0,254321,4,3,1,3,6.0,41208,86.0,4,10,5701,29.0,89700,4,7,3,15,13385.0,58855.0,16.8,0,0,156.0,194,1,1,5,1.0,5.0,0,5,6,10,12,8,15,17,6,19,0.0,0,0,5,100.0,0.0,0,0,344886,58549,70700,56127,N,DirectPay,N,0
20000,20000,20000.0, 60 months,20.89,539.84,D,D4,assembly worker,10+ years,MORTGAGE,90000.0,Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,430xx,OH,19.83,0,Oct-2007,0,11,0,19021,54.8,30,w,0.0,0.0,20208.9022222232,20208.9,20000.0,208.9,0.0,0.0,0.0,Jan-2019,20255.32,Jan-2019,0,1,Individual,0,0,332446,4,3,3,4,1.0,30477,92.0,2,2,8241,73.0,34700,2,10,2,7,30222.0,14337.0,55.9,0,0,128.0,134,1,1,2,1.0,2.0,0,3,4,5,6,19,7,9,4,11,0.0,0,0,5,100.0,20.0,0,0,356602,49498,32500,33088,N,Cash,N,0
4200,4200,4200.0, 36 months,6.46,128.65,A,A1,Warehouse Supervisor,10+ years,MORTGAGE,81000.0,Not Verified,Dec-2018,Fully Paid,n,credit_card,Credit card refinancing,775xx,TX,16.2,0,Apr-2006,0,10,0,3042,9.1,29,w,0.0,0.0,4237.965959446,4237.97,4200.0,37.97,0.0,0.0,0.0,Jan-2019,4240.98,Feb-2019,0,1,Individual,0,3017,151059,3,3,2,2,2.0,39328,76.0,1,2,59,50.0,33600,0,17,0,4,15106.0,13241.0,0.4,0,0,142.0,152,2,2,3,15.0,5.0,0,1,4,2,3,14,6,12,4,10,0.0,0,0,3,100.0,0.0,0,0,206327,42370,13300,51851,N,Cash,N,0
3000,3000,3000.0, 36 months,18.94,109.88,D,D2,Managing Director,4 years,MORTGAGE,750000.0,Source Verified,Dec-2018,Fully Paid,n,major_purchase,Major purchase,100xx,NY,7.05,0,Jun-1996,0,10,0,153360,18.4,20,w,0.0,0.0,3023.6783333327,3023.68,3000.0,23.68,0.0,0.0,0.0,Jan-2019,3029.99,Jan-2019,0,1,Individual,0,0,225942,1,2,2,3,6.0,40193,88.0,0,1,53801,50.0,263551,1,0,1,4,22594.0,54560.0,8.3,0,0,145.0,270,17,6,2,17.0,9.0,0,4,6,4,4,6,7,10,6,10,0.0,0,0,2,100.0,25.0,0,0,358774,225942,138600,45811,N,Cash,N,0
15000,15000,15000.0, 36 months,16.91,534.12,C,C5,Intake Reimbursement Sr.,3 years,RENT,68000.0,Source Verified,Dec-2018,Fully Paid,n,other,Other,018xx,MA,10.21,0,Oct-2004,0,21,0,2835,63.0,32,f,0.0,0.0,15009.5798334428,15009.58,15000.0,9.58,0.0,0.0,0.0,Jan-2019,15030.72,Dec-2018,0,1,Individual,0,0,57369,0,17,0,4,13.0,54534,94.0,0,1,0,92.0,4500,0,2,2,5,2732.0,1300.0,0.0,0,0,170.0,64,20,13,0,20.0,10.0,5,0,2,2,3,26,4,6,2,21,0.0,0,0,0,83.3,0.0,0,0,62310,57369,1300,57810,N,Cash,N,0
3300,3300,3300.0, 36 months,24.37,130.12,E,E2,Unknown,Unknown,RENT,24000.0,Source Verified,Dec-2018,Fully Paid,n,moving,Moving and relocation,852xx,AZ,3.0,0,Dec-2002,0,2,0,2348,87.0,4,w,0.0,0.0,3377.7982980201,3377.8,3300.0,77.8,0.0,0.0,0.0,Jan-2019,3386.74,Jan-2019,0,1,Individual,0,0,9607,0,1,0,1,13.0,7259,97.0,0,1,2348,94.0,2700,2,0,2,2,4804.0,352.0,87.0,0,0,27.0,192,19,13,0,19.0,8.0,0,1,1,1,2,2,1,2,1,2,0.0,0,0,0,100.0,100.0,0,0,10200,9607,2700,7500,N,Cash,N,0
9600,9600,9600.0, 36 months,11.8,317.95,B,B4,Financial Center Manager III,10+ years,MORTGAGE,105000.0,Not Verified,Dec-2018,Fully Paid,n,medical,Medical expenses,297xx,SC,22.19,0,Jul-1987,0,19,0,48561,84.7,28,w,0.0,0.0,9758.644798611,9758.64,9600.0,158.64,0.0,0.0,0.0,Jan-2019,9771.23,Feb-2019,0,1,Individual,0,0,423946,1,3,2,3,2.0,43746,104.0,0,1,10970,92.0,57300,1,1,2,5,22313.0,1206.0,97.2,0,0,137.0,377,15,2,6,15.0,8.0,0,8,12,8,10,7,12,15,12,19,0.0,0,0,3,100.0,100.0,0,0,471032,92307,43000,68978,N,Cash,N,0
5000,5000,5000.0, 36 months,25.34,199.7,E,E3,Sales Associate,10+ years,RENT,85000.0,Not Verified,Dec-2018,Late (31-120 days),n,debt_consolidation,Debt consolidation,951xx,CA,22.18,0,Jul-2006,3,14,0,49993,76.0,23,w,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,Dec-2018,0,1,Individual,0,0,57068,0,1,0,1,14.0,7075,71.0,0,3,15061,76.0,65360,1,0,2,4,4076.0,5005.0,84.0,0,0,50.0,149,13,13,0,13.0,0.0,0,11,13,16,16,2,13,21,11,14,0.0,0,0,0,100.0,63.6,0,0,75360,57068,55060,10000,N,Cash,N,1
5000,5000,5000.0, 36 months,18.94,183.13,D,D2,Client Representative,5 years,MORTGAGE,39000.0,Source Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,992xx,WA,16.06,0,Jan-2008,1,12,1,11066,62.9,40,w,0.0,0.0,5081.275305483,5081.28,5000.0,81.28,0.0,0.0,0.0,Jan-2019,5091.8,Jan-2019,0,1,Individual,0,0,266937,2,2,0,3,13.0,71825,61.0,1,2,2224,63.0,17600,2,5,2,6,22245.0,205.0,95.3,0,0,131.0,118,3,3,1,45.0,6.0,0,2,8,2,4,25,9,14,8,12,0.0,0,0,2,97.5,100.0,1,0,274128,82891,4400,71699,N,Cash,N,0
25000,25000,25000.0, 60 months,10.33,535.25,B,B1,Unknown,< 1 year,MORTGAGE,75000.0,Not Verified,Dec-2018,Fully Paid,n,house,Home buying,222xx,VA,24.09,0,Feb-1994,1,29,0,34695,18.6,51,w,0.0,0.0,25022.3788888887,25022.38,25000.0,22.38,0.0,0.0,0.0,Dec-2018,25036.73,Dec-2018,0,1,Joint App,0,0,231387,2,2,0,0,42.0,12295,43.0,2,4,15936,22.0,187000,0,8,1,4,8264.0,90907.0,22.7,0,0,192.0,297,1,1,3,1.0,1.0,0,8,14,13,19,5,25,41,15,29,0.0,0,0,2,100.0,15.4,0,0,472070,46990,117600,28500,N,Cash,N,0
20500,20500,20500.0, 60 months,14.47,482.01,C,C2,Global Project Manager,< 1 year,MORTGAGE,100000.0,Source Verified,Dec-2018,Late (31-120 days),n,credit_card,Credit card refinancing,920xx,CA,18.12,1,May-2006,0,8,0,27020,79.5,26,w,20500.0,20500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0,Feb-2019,0,1,Individual,0,0,429147,0,3,1,4,8.0,30716,76.0,0,0,16947,78.0,34000,0,11,1,4,53643.0,5553.0,75.3,0,0,144.0,151,25,8,1,51.0,7.0,0,1,3,2,4,12,4,13,3,8,0.0,0,0,1,92.0,50.0,0,0,479255,57736,22500,40255,N,Cash,N,1
2500,2500,2500.0, 36 months,6.46,76.58,A,A1,Associate,1 year,OWN,19200.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,065xx,CT,14.75,0,Apr-2005,0,7,0,5937,15.8,14,w,0.0,0.0,2517.9416666662,2517.94,2500.0,17.94,0.0,0.0,0.0,Feb-2019,2518.84,Jan-2019,0,1,Individual,0,0,5937,1,0,0,0,59.0,0,75.0,2,5,3717,16.0,37600,0,0,0,5,848.0,29963.0,16.5,0,0,59.0,164,2,2,0,2.0,16.0,0,4,4,5,9,1,7,13,4,7,0.0,0,0,2,92.9,0.0,0,0,37600,5937,35900,0,N,DirectPay,N,0
10000,10000,10000.0, 60 months,8.19,203.68,A,A4,systems engineer,10+ years,MORTGAGE,135500.0,Not Verified,Dec-2018,Fully Paid,n,debt_consolidation,Debt consolidation,801xx,CO,9.73,0,Jan-1996,2,12,0,4809,6.0,48,w,0.0,0.0,10052.325,10052.33,10000.0,52.33,0.0,0.0,0.0,Jan-2019,10061.43,Jan-2019,0,1,Individual,0,0,550329,2,2,1,3,11.0,114439,75.0,2,4,460,6.0,79600,0,6,6,8,45861.0,57816.0,1.3,0,0,275.0,240,3,3,4,3.0,1.0,5,4,5,8,14,27,9,17,5,12,0.0,0,0,4,76.6,0.0,0,0,620566,119248,58600,107681,N,Cash,N,0
24000,24000,24000.0, 36 months,18.94,879.02,D,D2,Route Sales Representative,3 years,RENT,110000.0,Not Verified,Dec-2018,Fully Paid,n,major_purchase,Major purchase,354xx,AL,9.62,0,Dec-2012,0,10,0,10955,51.7,12,w,0.0,0.0,24029.0380000002,24029.04,24000.0,29.04,0.0,0.0,0.0,Dec-2018,24079.55,Feb-2019,0,1,Individual,0,0,19608,0,2,0,1,14.0,8653,52.0,3,4,5396,52.0,21200,1,0,1,5,1961.0,6902.0,57.9,0,0,65.0,72,8,8,0,8.0,9.0,0,3,6,5,5,4,8,8,6,10,0.0,0,0,3,100.0,20.0,0,0,37758,19608,16400,16558,N,Cash,N,0
15000,15000,15000.0, 36 months,14.47,516.1,C,C2,Store manager,8 years,RENT,70000.0,Source Verified,Dec-2018,Fully Paid,n,other,Other,112xx,NY,5.85,0,Dec-2014,1,8,0,11505,27.7,8,f,0.0,0.0,15008.1955000652,15008.2,15000.0,8.2,0.0,0.0,0.0,Jan-2019,15038.35,Dec-2018,0,1,Individual,0,0,11505,2,0,0,0,11.0,0,75.0,2,3,4916,28.0,41600,0,0,2,3,1438.0,28495.0,28.8,0,0,129.0,48,6,6,0,6.0,6.0,0,4,4,6,6,0,8,8,4,8,0.0,0,0,2,100.0,0.0,0,0,41600,11505,40000,0,N,Cash,N,0
8000,8000,8000.0, 36 months,23.4,311.35,E,E1,Oem engineering program manager,10+ years,MORTGAGE,119000.0,Verified,Dec-2018,Fully Paid,n,major_purchase,Major purchase,773xx,TX,40.74,10,Mar-1994,1,13,0,50216,88.1,29,w,0.0,0.0,8031.2,8031.2,8000.0,31.2,0.0,0.0,0.0,Jan-2019,8046.8,Jan-2019,0,1,Joint App,0,0,129789,0,1,0,1,24.0,19920,62.0,0,2,9890,79.0,57000,3,1,1,3,9984.0,1264.0,95.4,0,0,174.0,297,19,19,1,128.0,1.0,3,4,10,5,9,5,11,23,10,13,0.0,0,3,0,65.5,80.0,0,0,204103,70136,27200,32303,N,Cash,N,0
